b'DMS go1',b'DMC go1',b'DNMC go1',b'RT Go go1',b'DNMS go1',b'Dly Go go1',b'Dly DM 1 go1',b'Dly DM 2 go1',b'Ctx Dly DM 1 go1',b'Ctx Dly DM 2 go1',b'MultSen Dly DM go1',b'Go go1',b'Dly Anti go1',b'Go stim1',b'Dly DM 1 stim2',b'Dly Go stim1',b'Dly DM 1 stim1',b'Dly DM 2 stim2',b'Dly Go delay1',b'Dly DM 1 delay2',b'Dly DM 2 delay2',b'Ctx Dly DM 2 delay1',b'MultSen Dly DM delay1',b'Ctx Dly DM 1 delay1',b'Ctx Dly DM 1 delay2',b'MultSen Dly DM delay2',b'Ctx Dly DM 2 delay2',b'Dly DM 1 delay1',b'Dly DM 2 delay1',b'Ctx Dly DM 1 stim1',b'Ctx Dly DM 1 stim2',b'Dly DM 2 stim1',b'Ctx Dly DM 2 stim2',b'MultSen Dly DM stim2',b'Ctx Dly DM 2 stim1',b'MultSen Dly DM stim1',b'DMS delay1',b'DMC delay1',b'DNMC delay1',b'Dly Anti delay1',b'DNMS delay1',b'DMC stim1',b'DNMC stim1',b'DMS stim1',b'Dly Anti stim1',b'DNMS stim1',b'RT Anti go1',b'Anti go1',b'Anti stim1'
0.7912586227120588,0.6334255526328898,0.6073507766667363,0.8518860299611627,0.8120623968608749,4.207724650974826e-12,0.0013838983355534524,0.0,2.2661859507428475e-07,0.0,2.4631677708698097e-07,0.312995047715152,1.2961007482100934e-11,0.2637082442205936,0.8192066542511397,0.34785305918478515,0.5232660977377281,0.0,0.010480482326553534,0.17368656793162568,0.0,0.0,0.0011757764545830328,0.003067390032301527,0.01588526435150296,0.017257041078094094,0.0,0.02160489751164558,0.0,0.19708199630747872,0.29165965012637807,0.0,0.0,0.14850326751175807,0.0,0.021413156153639736,0.03055240742987343,0.03167984761922361,0.024694288402301638,0.03255246788727687,0.028128525008074376,0.7361376195289062,0.6398674195253712,0.7656754598378055,0.6760587878953432,0.7240493525233033,1.0,0.8259492816616024,0.09319013632441484
0.8385332996007175,1.0,0.943475610822739,0.8486124198165019,0.9044813466728597,6.900384262552307e-12,0.0014132146747126266,0.0,2.884120373303099e-07,0.0,1.9594742514561995e-08,0.35294133005197487,3.804661598166982e-12,0.15686038378421988,0.7706216722657064,0.3560910999939689,0.4841872162785458,0.0,0.017336213888542947,0.17503365102564644,0.0,0.0,4.7779137818826195e-08,0.0056767294158265496,0.02020915062148167,0.0013722623029566168,0.0,0.0228906749127508,0.0,0.16172933896866443,0.32801326642160916,0.0,0.0,0.022954176496643316,0.0,0.0002864343254429821,0.01984892211956228,0.027234157142163394,0.01498658491304844,0.009576930018986345,0.02434733173247007,0.5581112189406027,0.4725736797871399,0.4790429271033474,0.4318190926605191,0.6236060166245401,0.7771873917299218,0.2734678454022732,0.05494496371655099
0.9110977267123703,1.0,0.9908026152779867,0.7733414274977399,0.7605496435245824,4.652828519766581e-12,0.0012869631505505977,0.0,2.3878051110708553e-07,0.0,1.6455467353011483e-08,0.3886646428608769,5.6596666550666755e-12,0.2707010471461255,0.7493333497440002,0.40659551319133075,0.441651807734215,0.0,0.011728562590349654,0.15970760095769476,0.0,0.0,1.0059861109424068e-05,0.003946657855197305,0.016727743669949197,0.0011539030606108791,0.0,0.016225021211448663,0.0,0.2574933387912035,0.334292629453362,0.0,0.0,0.015885271191563965,0.0,0.0015611184517965115,0.03340397860737228,0.04069361503301786,0.03927762841644608,0.014216257154355953,0.021232770536791592,0.9044170633349836,0.8766087251016105,0.766825135477334,0.42539396518900524,0.6441079551898801,0.8004161162806918,0.37964406984009264,0.0
1.0,0.8473292372013108,0.8884722202191165,0.9519146909165519,0.9299196375143577,6.139794402752044e-12,0.0015163549545250021,0.0,3.158255677602577e-07,0.0,1.8007106821183797e-07,0.5069387204753175,3.3953265396449523e-12,0.5940748857980287,0.8684004431202479,0.459391222605337,0.6227125250588528,0.0,0.01537464957743842,0.1880831191975507,0.0,0.0,3.301544481385477e-08,0.005722905213248218,0.02213343706435285,0.012622784806940367,0.0,0.026925024249295687,0.0,0.19330984756108346,0.34530565065394525,0.0,0.0,0.0825165877563949,0.0,0.0003927399492511461,0.03621136882086856,0.031345412083598534,0.025885591659684522,0.008479798889355726,0.02085658400522035,0.7192233612864093,0.62472913853059,0.8064942260212596,0.42466071395042354,0.6539717006059297,0.8075173973134678,0.4431918495154495,0.02841541924579758
0.8106121422670973,0.9448498412038665,1.0,0.7767746419710231,0.7215337539973362,3.6048405238604684e-12,0.0,0.0009649873005078826,0.0,5.0097822344760746e-08,1.2825919992722698e-08,0.34820955067779913,1.4278273613340658e-12,0.2630786678173303,0.0,0.24996813438730842,0.0,0.5660933287424548,0.00902660075274439,0.0,0.12092547541486853,0.00035181905712554243,7.069041896755191e-06,0.0,0.0,0.0008983340805094657,0.003510202670816746,0.0,0.010198125157822601,0.0,0.0,0.2686049345164168,0.0836139542411809,0.007465019502758609,0.038844482963455815,0.0005282744953578409,0.024025530327431967,0.0370459994922913,0.036635585455443744,0.0035586900478188264,0.00778641839328663,0.7647220468823621,0.7885702379660392,0.505335725389811,0.20334984702498626,0.33326496305462394,0.7483665737116356,0.3252978238780728,0.0
1.0,0.8349650501094011,0.8899831007551602,0.9329795151699778,0.9340516535055646,6.278024538912529e-12,0.0,0.0011507015260889763,0.0,3.76171390578507e-07,1.209444418338391e-07,0.7274988467943772,2.064110309099507e-12,0.6226491028096348,0.0,0.36648860257466237,0.0,0.6791170523558963,0.01573838276175963,0.0,0.14407551890643622,0.008094272890319498,3.046526220754834e-06,0.0,0.0,0.008469511381904887,0.02635633855229562,0.0,0.01168551356270876,0.0,0.0,0.29754334717661335,0.3083540092213137,0.05826669314768467,0.18665658077961753,0.0005260211983196043,0.03307846707029465,0.031088253436697133,0.02400979746532984,0.005180062274908339,0.006846663220284291,0.6814013740291597,0.5734948952152975,0.7274541623323701,0.3790473186074329,0.43228896337101314,0.7644729651786043,0.6648302243102242,0.17506466253124844
0.8547815878615243,1.0,0.9462962226798863,0.7088493175449697,0.8032834089538119,8.96374361522417e-12,0.0,0.0016334187040478493,0.0,2.5796307582364647e-07,4.882301451484789e-09,0.8307520717248057,3.846376030608638e-12,0.6304469987516956,0.0,0.5460017209037882,0.0,0.9017727760310082,0.022572720925317598,0.0,0.20265585399588426,0.003491571728152033,5.522642547266671e-06,0.0,0.0,0.00034196554228224803,0.01807351016677414,0.0,0.025600419396719285,0.0,0.0,0.5428480610965194,0.27539197893695044,0.02065593425755645,0.15177564863889187,0.003985106236195859,0.025251647002170603,0.04306994737704896,0.03598128093798691,0.009649890557671363,0.01404268442324041,0.9777068694960329,0.8448189402306456,0.5740676038934581,0.36523227645284817,0.3946774950343193,0.8136718879456342,0.4670089551988478,0.008384189916110174
0.778282390353809,0.6072759446254151,0.578525927648331,0.784266014790272,0.8457525135493494,5.687859396310837e-12,0.0,0.0016010259640570174,0.0,5.144970611581938e-07,1.1680204833240768e-07,0.11186134254944913,1.0585359346947796e-11,0.2947199304749542,0.0,0.40929160314237234,0.0,0.8495858164193849,0.01421907115836404,0.0,0.19987082279867763,0.013900390323618405,0.00011990736822223665,0.0,0.0,0.008186984689247362,0.03605433327595215,0.0,0.02595074125631077,0.0,0.0,0.5329730973352278,0.5149930970766852,0.060322049763228996,0.38153231152286654,0.003558007561838722,0.03076710934174895,0.028492366714344318,0.023016758509282743,0.02653010214968339,0.02594770123326448,0.7046974078160695,0.5737251355262217,0.7564730144543304,0.6251421370573501,0.682943422210346,1.0,0.8989525589088456,0.29529473772573184
0.8548683221509189,0.8924501068779186,0.8718783328680609,0.8992317280523046,1.0,2.3221800483321984e-12,0.0,0.001582017712009021,0.0,2.1123847063941986e-07,1.3451185777791839e-07,0.60232296483282,9.771793322718613e-12,0.300576547983244,0.0,0.502850911823143,0.0,0.9504325685641599,0.005809412614827724,0.0,0.19813715680390326,0.002456040596468087,0.00022643274297062251,0.0,0.0,0.009426749520269083,0.014791301834443299,0.0,0.017531884387663576,0.0,0.0,0.5433707928096513,0.4918577338609435,0.17198889880379298,0.24485568521914905,0.02421661091096862,0.03473033762413558,0.02503817356352334,0.019789455179549418,0.0244344667502521,0.03276961402025816,0.6743891291593159,0.5967379163670303,0.9089858958484716,0.6591449400837952,0.8888603406370988,0.9260891534958986,0.24989636022299586,0.0
0.6307412542725676,1.0,0.9275286670200494,0.7798116303685292,0.7361090079453062,1.7952426860044068e-17,6.64875696460269e-07,1.4164973140393702e-05,1.8324841360581555e-10,4.3345303765507155e-09,4.944753098549572e-10,0.00968393409935598,1.2075081726778218e-12,0.000892635211606409,0.004749276410155482,0.0005117200097307921,0.001670139355389528,0.005828356255654673,4.463844721252823e-08,8.537736097187188e-05,0.0018089396933844023,1.12825527407799e-06,1.4945508674861827e-10,4.388508729892533e-07,1.2841974618732105e-05,3.4663354941207214e-05,0.00030387121862062827,2.104011188052068e-05,0.00027026108776305257,0.0013283192689319686,0.00880178649726551,0.002352820031859078,0.00308738350143337,0.002591332792384657,0.00021791152873580058,1.008822279272755e-06,0.0005339888702184642,0.1748113874114945,0.04599261185229985,0.0030600735167549435,0.012842274078990374,0.17676266474664395,0.17546238620175184,0.003483615840443392,0.030968345563444105,0.0061878340611475485,0.06795084230453458,0.49130103033647105,0.0
