b'DMS delay1',b'DMS go1',b'RT Go go1',b'DMC go1',b'DNMC go1',b'DNMS delay1',b'DNMS go1',b'Dly DM 2 stim2',b'Ctx Dly DM 2 stim2',b'Dly DM 1 stim2',b'Ctx Dly DM 1 stim2',b'MultSen Dly DM stim2',b'DMS stim1',b'DMC stim1',b'Go stim1',b'Dly Go stim1',b'Ctx Dly DM 2 stim1',b'Ctx Dly DM 1 stim1',b'MultSen Dly DM stim1',b'Dly DM 1 stim1',b'Dly DM 2 stim1',b'RT Anti go1',b'DMC delay1',b'DNMC delay1',b'Anti stim1',b'Dly Anti stim1',b'DNMS stim1',b'DNMC stim1',b'Ctx Dly DM 2 go1',b'Ctx Dly DM 1 go1',b'MultSen Dly DM go1',b'Anti go1',b'Go go1',b'Dly DM 1 go1',b'Dly DM 2 go1',b'Dly Go go1',b'Dly Anti go1',b'MultSen Dly DM delay2',b'Ctx Dly DM 1 delay1',b'MultSen Dly DM delay1',b'Dly DM 1 delay1',b'Dly DM 2 delay1',b'Ctx Dly DM 1 delay2',b'Ctx Dly DM 2 delay1',b'Ctx Dly DM 2 delay2',b'Dly Anti delay1',b'Dly Go delay1',b'Dly DM 1 delay2',b'Dly DM 2 delay2'
0.0031104485469072617,0.0018119872559398847,0.005650818567325966,0.01020384396888071,0.00739153370694751,0.0014673279823855683,0.011997410235843213,0.5315793539952338,0.46728414306426735,0.43534091718659446,0.4241972756020433,0.2081443440566496,0.003430069628655727,0.009751154589230322,0.2063443997024522,0.03075771646265345,0.10133116898224662,0.10250584016176434,0.06314632286824268,0.04122187614524774,0.055869115873558875,0.8002046924751086,0.003373843304797477,0.0015598594493207618,0.11581571483676269,0.014924073534692623,0.010842498841915859,0.009558466907795804,0.33336761722362745,0.34295436370276283,0.16398474449783673,0.10283695916227073,0.16667641765223493,0.3399572644087008,0.4759130131592375,0.2540561626282276,0.25251045926079013,0.3365417385237753,0.5695276492889596,0.32962596650084175,0.3438172105985037,0.4532534743326515,0.8306728553100023,0.6472906928383788,0.7866864368651196,0.6488268491318421,0.5730852179845694,0.712850971298447,1.0
0.01634427351763119,0.004774692769509974,0.0008042684196520348,0.003404754623683583,0.002038055636889582,0.0012584664393877779,0.0016187009191663353,0.6638030873834274,0.8558198652146864,0.6483079051582642,1.0,0.6577425125590491,0.02691103832409745,0.01892942048801631,0.20584475829793536,0.0562268314565103,0.13954614324713913,0.20159264821551068,0.16153953270519336,0.05643393728941759,0.0549595343620086,0.29851561674067234,0.008410923153125555,0.0024555160370569734,0.1767986690418542,0.032049667907853414,0.00565400622842479,0.0065732227482491875,0.3187184860982768,0.4347233338541784,0.21631243965289343,0.2898128113049607,0.18010855973856008,0.6098612436095392,0.6102323299963633,0.3495605794126753,0.18682617242619473,0.4246725432905834,0.4948818488348428,0.23859805021256386,0.4317190048901191,0.41283659087763563,0.9121985347367405,0.40210817796709775,0.6716602633732833,0.33437620717783145,0.5469878709308247,0.9585977837142102,0.956704576895523
0.19084598531497596,0.07266442594429381,0.011516814427742607,0.0248732932675134,0.041531953372995555,0.1718882745111452,0.12152404728302163,1.0,0.5464652051680512,0.5779057156109647,0.3508782731401143,0.43424628241412366,0.4662729844891234,0.13981279255068674,0.3586740142420605,0.4093883859870261,0.6058853777062546,0.36065387488691936,0.5383362369329442,0.2046828371537792,0.34742372134224603,0.010117963624023557,0.086101796001392,0.06700187382380696,0.03261212501351186,0.004969957678855578,0.0041733717826713266,0.006473031540520233,0.09193993488436546,0.058279247522613924,0.06168457843153877,0.05388469679687409,0.12035466529256514,0.16114670363125208,0.2311282113751263,0.1686791779028638,0.10476896513436249,0.2799271334842088,0.1796306051910422,0.2506665767672896,0.14616312023097605,0.1970392545041891,0.2766208568580109,0.30213315345617864,0.4087569914977468,0.17239912804790983,0.404716566570309,0.586666445838255,0.9065689037074771
0.5415561189287146,0.2415497694261216,0.0015269053105528513,0.06688577861078165,0.11331658509885086,0.015852451053808347,0.001911930306492251,0.5422855964449829,0.7187160447418746,0.36231532796336346,0.35046327159386603,0.5323257908872203,0.2690038576804662,0.12587122713546317,0.39966278308932685,0.1377160481532191,0.5850450396519284,0.299089908296456,0.4958392600859703,0.08098848330080818,0.10469388904942994,0.0002613012387819723,0.2503367602306773,0.32930404939802976,0.17935428694865793,0.022121933201251942,0.015104979726709485,0.026115221490898424,0.31919323682236117,0.15579273539873006,0.1862553131691325,0.11860466434240391,0.16416406487452964,0.2609389439753785,0.3936746079099616,0.22521396833347895,0.21636236831384723,0.5396493974134966,0.31779428293867745,0.461425946422523,0.2790463883435017,0.38927482628003,0.474709612046492,0.6753956004219503,0.9780060713129473,0.7760121624337016,0.7750282646402253,0.6634310797257631,1.0
0.4091998979210505,0.12782445651398358,0.00048696513670797633,0.005743059729767495,0.006790107824874479,0.0424523330349632,0.0006739197549225096,0.7071000574357076,0.7412973747702011,0.7342838294615118,0.8303733552790036,0.6263518561135925,0.1623019621657398,0.023122417738325407,0.4066159792382485,0.16174044464031548,0.0645095887714894,0.07892945824487807,0.07046829895195227,0.07256072907926628,0.07515360285015553,0.0006955320258578757,0.08977655995823543,0.06549456696888323,0.8932675919400513,0.5324220186583108,0.12662846782843407,0.06991414288923267,0.5173324869733802,0.567198075537988,0.4170008752625226,0.6446884719530263,0.5079714590386484,0.6603893038472073,0.7041714810451661,0.6572116872718807,0.6069126326032138,0.2790601753668833,0.3724663982277147,0.27326013956826223,0.38514093552039586,0.37996241362097694,0.45270311823954235,0.40306737391761144,0.44319504214450983,0.8855291643948451,1.0,0.8185774126347402,0.8412801273973106
0.06937912221161788,0.028310954722952808,0.15076782432682817,0.04102137898276257,0.10533213280262418,0.010415034015468356,0.11297036701254433,0.6395962658730112,0.6067127690139813,0.6312005786164402,0.5240822161548291,0.3678642258292525,0.09850652594354373,0.08010372672078118,0.5375535185895163,0.3654837192265278,0.23296764859772134,0.1933942066624534,0.1650706904385213,0.19862539104322777,0.16847589506025376,0.01620048628161897,0.037658356241432524,0.014722751832421346,0.22646658123632132,0.02195275749163144,0.0033766256390929156,0.0029774153619861634,0.56176673527767,0.5428782192887426,0.3634897402661133,0.7045819176406413,0.7768331626150697,0.6055591744978895,0.844637834507774,0.8237792608319994,0.7422319953087113,0.39610835514733367,0.3792683288423489,0.3317312230303016,0.20856110334883587,0.26722571233279874,0.6043097006687986,0.4652401236215164,0.7542773761981839,0.46374764979151917,0.6927882442251326,0.8367834348514634,1.0
0.5732486331985502,0.32871023809265704,0.02748749996988761,0.13476562923455504,0.1370106284697003,0.30653092602830806,0.04918635941789134,0.5711912341623877,0.7670667399000027,0.34346814048755575,0.3276051735497571,0.42566991037347796,0.08781262684844915,0.04253373415937646,0.10256372384287113,0.06850627030327996,0.17877464849805413,0.05465151004609605,0.09463670453601021,0.06970389280952226,0.11185553459733108,0.03866150645669898,0.355752851944598,0.4042368134826426,1.0,0.462259868734063,0.2452960680443688,0.14088013100094793,0.5535085151820656,0.25848805080080894,0.3317706206645684,0.7643196466491533,0.171819559323218,0.3825791383760749,0.5161545151122048,0.3019455917265602,0.4151216600840979,0.20493924523892978,0.18507703653114885,0.2640053335067807,0.20197005804464582,0.2969520237333825,0.23639448377122774,0.5230301979106818,0.4615963120751894,0.7784000202355271,0.4690866188963688,0.3332011098223008,0.478704336063925
0.021572792993626255,0.00783488862813889,0.0010935964639754124,0.0009288681122396211,0.0010382937133827201,0.0026685638867685645,0.00014279965446168614,0.5344833725108274,0.6748571479598088,0.4892487393347015,0.6999807616575087,0.5313003424018042,0.004178939481566232,0.002097541939332305,0.22450737352993969,0.03252152713442741,0.02618867057740799,0.03532543854830316,0.028684912982671024,0.023618006051487322,0.023402245836289165,0.0001956949878512043,0.0056868404763874775,0.009782857346842673,0.8129022588210401,0.5049339792533353,0.020278334139263898,0.016105177923018597,0.15062658558078318,0.17843670042758403,0.10572703386129133,0.2422432291659602,0.11970119022267195,0.23125948635660157,0.24373004671910528,0.19702362947720992,0.23293593213725552,0.297902794600966,0.309066684932919,0.24264325557064179,0.27691307908880336,0.2799621924747562,0.5128739777793753,0.3261931050323073,0.45247482286482654,1.0,0.666348476689504,0.5521467028736342,0.5894311079702803
0.011412633043725178,0.0036346696679512005,0.0009322235015260479,0.0026302396458635522,0.003096181876619301,0.03418079592355847,0.006839595975711838,0.11848529605074098,0.04855397105360046,0.15237188281909297,0.05895560889128142,0.05788932787880616,0.0019342712409741668,0.00120630414948612,0.11200238773084197,0.014263371733728178,0.0032431292988117683,0.0034734053211515053,0.003913746779892302,0.005113943318849132,0.004305618575789115,0.00023283948104998274,0.012744866357350438,0.014419155202220204,0.3195805594551239,0.08205183669195712,0.028356195837176787,0.0031763820393531732,0.3858497926099844,0.4341580090558505,0.42705672909327114,1.0,0.6026184803310957,0.8767121697451286,0.79155371512368,0.8272386257004285,0.8520952679567773,0.08636484624003524,0.09082883167920187,0.09687081926596056,0.10326839864406934,0.08459737912966186,0.09726536959467187,0.08666994913268351,0.08258066131494773,0.33725545817857566,0.2820201193068752,0.17180190028321585,0.1434637433086916
0.004673159261778787,0.00047403510647546455,0.0009181488163633877,0.0002954519746658355,0.00033807614760019637,0.0201814567208266,0.004451897655187714,0.0957554759763092,0.05093950100588342,0.07817165979111143,0.04179395946630241,0.05292757737577356,0.0030433593665610374,0.0025076509872072284,0.07981508893050338,0.01888919710707863,0.005895378043632034,0.00924688325074811,0.008152041018840756,0.01148798017594613,0.0072856472569709715,3.3501169812944295e-06,0.0030322563769710964,0.0025996427114593295,0.13102954156527638,0.036634953147698254,0.010592468157390476,0.0032944693279615294,0.5613377758487161,0.5716270090663713,0.6038481751055473,0.9196167233928615,0.6984339085821201,0.9871456085807453,1.0,0.8840532781063074,0.9422453360462398,0.06664977544380965,0.0869644603679314,0.10065946451846891,0.08179096204909549,0.08129096630437842,0.0808787357701702,0.08881978418514277,0.06280920358779271,0.22338954725753563,0.19262769776754765,0.10898091579253336,0.11913727370896353
